name,model,optim,logl,k,AIC,AICc,BIC,rf_q1,wrf_q1,treelength
PF00149,q5,inferredtree,-151845.7684,658,305007.5369,1172251.5369,307850.6024,326,521.6882377288999,717.6576235095005
PF00149,poisson,optimizedtruetree,-146698.5824,657,294711.1648,1159323.1648,297549.9095,0,65.60908508250002,225.07136705400004
PF00149,q1,optimizedtruetree,-135743.3711,677,272840.7422,1190852.7422,275765.9023,0,0.0,259.32578703370024
PF00149,q2,optimizedtruetree,-138398.9642,677,278151.9284,1196163.9284,281077.0886,0,283.9559069587,539.1410165996001
PF00149,q3,optimizedtruetree,-140547.0561,676,282446.1123,1197750.1123,285366.9516,0,70.51504482159999,317.9428405044999
PF00149,q4,optimizedtruetree,-143589.8408,677,288533.6815,1206545.6815,291458.8416,0,145.66991516019988,398.0753086592998
PF00149,q5,optimizedtruetree,-152325.6113,658,305967.2226,1173211.2226,308810.2881,0,499.8658765791997,743.8307878609005
PF00152,poisson,inferredtree,-63999.4728,209,128416.9456,128628.4636,129344.4357,66,34.93912524389999,46.354301898800024
PF00152,q1,inferredtree,-55752.0768,211,111926.1536,112142.7734,112862.5192,0,0.0,77.19707157649997
PF00152,q2,inferredtree,-56923.7564,229,114305.5128,114572.1963,115321.7579,48,17.331287900100005,62.58186471039999
PF00152,q3,inferredtree,-58422.8900,210,117265.7800,117479.8379,118197.7078,56,27.223807219899996,54.2241460344
PF00152,q4,inferredtree,-59623.2525,230,119706.5051,119976.2005,120727.1879,66,11.3435261408,74.23467010370001
PF00152,q5,inferredtree,-64578.9236,209,129575.8472,129787.3653,130503.3373,82,36.37493832909999,105.645556412
PF00152,poisson,optimizedtruetree,-64132.4859,209,128682.9718,128894.4899,129610.4619,0,31.039988745200002,46.70422770069997
PF00152,q1,optimizedtruetree,-55752.0804,211,111926.1607,112142.7806,112862.5263,0,0.0,77.30703880850004
PF00152,q2,optimizedtruetree,-56928.2874,229,114314.5747,114581.2583,115330.8198,0,14.962425256700001,62.559609889200004
PF00152,q3,optimizedtruetree,-58476.5372,210,117373.0743,117587.1323,118305.0022,0,22.914811224100013,54.66754817899998
PF00152,q4,optimizedtruetree,-59649.4550,230,119758.9101,120028.6055,120779.5930,0,26.931462572000004,103.86148923309996
PF00152,q5,optimizedtruetree,-64742.7396,209,129903.4793,130114.9974,130830.9694,0,29.9162836314,106.71854805589997
PF00156,poisson,inferredtree,-34318.6847,249,69135.3695,193635.3695,70003.0839,98,45.12849155020002,63.541292431699965
PF00156,q1,inferredtree,-30596.1242,250,61692.2485,187192.2485,62563.4477,0,0.0,95.11170064589999
PF00156,q2,inferredtree,-31206.8492,249,62911.6984,187411.6984,63779.4129,50,30.6012789352,71.7232887661
PF00156,q3,inferredtree,-31680.1896,250,63860.3792,189360.3792,64731.5784,64,30.237120180999998,78.17201521129999
PF00156,q4,inferredtree,-32549.5474,269,65637.0947,210897.0947,66574.5051,80,34.06111858079998,109.70833000670005
PF00156,q5,inferredtree,-35298.2180,250,71096.4360,196596.4360,71967.6352,106,78.736722795,154.99349565989996
PF00156,poisson,optimizedtruetree,-34424.7848,249,69347.5697,193847.5697,70215.2841,0,32.77088871130001,64.8922845103
PF00156,q1,optimizedtruetree,-30596.1273,250,61692.2547,187192.2547,62563.4539,0,0.0,94.93948031919993
PF00156,q2,optimizedtruetree,-31225.8976,249,62949.7953,187449.7953,63817.5097,0,23.655195058499995,72.16609225090001
PF00156,q3,optimizedtruetree,-31702.9382,250,63905.8764,189405.8764,64777.0756,0,17.685761425399996,78.86646061040001
PF00156,q4,optimizedtruetree,-32584.1358,269,65706.2715,210966.2715,66643.6819,0,19.66927903859999,110.69039059100007
PF00156,q5,optimizedtruetree,-35376.4120,250,71252.8239,196752.8239,72124.0231,0,67.73530428360002,158.98036072359994
PF00168,poisson,inferredtree,-66405.7622,779,134369.5245,1349609.5245,136890.7128,440,143.47066898420002,198.45880620740007
PF00168,q1,inferredtree,-59722.3441,799,121042.6882,1399442.6882,123628.6054,0,0.0,280.2383775423999
PF00168,q2,inferredtree,-60677.6660,800,122955.3320,1404555.3320,125544.4856,326,87.30686952650001,257.6865065509001
PF00168,q3,inferredtree,-61523.2221,780,124606.4443,1342966.4443,127130.8690,332,102.19873440189991,221.50480364209977
PF00168,q4,inferredtree,-62939.5190,799,127477.0379,1405877.0379,130062.9551,356,99.3966242377998,288.57261617720036
PF00168,q5,inferredtree,-68136.8578,780,137833.7156,1356193.7156,140358.1404,432,261.0620077531,472.0095487119
PF00168,poisson,optimizedtruetree,-66927.6131,779,135413.2262,1350653.2262,137934.4145,0,87.0016057621,205.02424774860012
PF00168,q1,optimizedtruetree,-59722.3426,799,121042.6851,1399442.6851,123628.6022,0,0.0,280.28113655569996
PF00168,q2,optimizedtruetree,-60728.1453,800,123056.2907,1404656.2907,125645.4443,0,21.531909171400024,279.8959622746996
PF00168,q3,optimizedtruetree,-61653.7732,780,124867.5464,1343227.5464,127391.9711,0,61.687700612200025,224.2897602001001
PF00168,q4,optimizedtruetree,-63096.7069,799,127791.4137,1406191.4137,130377.3309,0,38.6502531689,291.5805429933998
PF00168,q5,optimizedtruetree,-68591.4845,780,138742.9691,1357102.9691,141267.3938,0,211.5946199327001,483.4989091902003
PF00169,poisson,inferredtree,-40332.5709,285,81235.1417,84703.6523,82320.4623,192,152.44187855330003,121.41851286199993
PF00169,q1,inferredtree,-37424.0525,305,75458.1049,82371.4383,76619.5884,0,0.0,238.7996685798999
PF00169,q2,inferredtree,-37815.6320,305,76241.2641,83154.5974,77402.7476,184,116.63184857939989,299.2791386898999
PF00169,q3,inferredtree,-38095.8595,304,76799.7190,83422.5761,77957.3943,176,104.51839176289997,173.2418716276
PF00169,q4,inferredtree,-38676.4739,306,77964.9477,85191.2554,79130.2393,184,103.1119883922,262.15754933610003
PF00169,q5,inferredtree,-40686.0682,286,81944.1364,85512.9190,83033.2651,190,232.76681081590013,416.33799553359995
PF00169,poisson,optimizedtruetree,-40556.7304,285,81683.4608,85151.9715,82768.7814,0,116.41309478560001,128.62024591720007
PF00169,q1,optimizedtruetree,-37424.0572,305,75458.1144,82371.4477,76619.5978,0,0.0,239.3807166537998
PF00169,q2,optimizedtruetree,-37926.4083,305,76462.8166,83376.1500,77624.3001,0,55.06292775809999,286.0609229081
PF00169,q3,optimizedtruetree,-38250.4128,304,77108.8256,83731.6827,78266.5009,0,65.33734433660003,177.8725964800001
PF00169,q4,optimizedtruetree,-38906.2792,306,78424.5584,85650.8661,79589.8500,0,78.07812877969998,302.22627845169995
PF00169,q5,optimizedtruetree,-40991.6807,286,82555.3613,86124.1439,83644.4901,0,220.05344720260007,443.4688179206001
PF00173,poisson,inferredtree,-22824.8283,437,46523.6566,429335.6566,47909.1581,180,51.75690960140002,66.4178295484
PF00173,q1,inferredtree,-20308.4589,438,41492.9177,426056.9177,42881.5897,0,0.0,96.58141605199994
PF00173,q2,inferredtree,-20731.2970,457,42376.5941,460988.5941,43825.5053,116,31.45679105369998,94.91224955509999
PF00173,q3,inferredtree,-20989.8805,458,42895.7610,463339.7610,44347.8427,126,47.05255018309996,124.34940713029998
PF00173,q4,inferredtree,-21649.0039,439,44176.0079,430496.0079,45567.8504,134,48.710925958599994,126.95345984159994
PF00173,q5,inferredtree,-23259.2939,438,47394.5878,431958.5878,48783.2598,184,90.24500724389993,159.97120495549996
PF00173,poisson,optimizedtruetree,-22965.0008,437,46804.0016,429616.0016,48189.5031,2,32.75821307259998,68.64563969949994
PF00173,q1,optimizedtruetree,-20308.4594,438,41492.9188,426056.9188,42881.5908,0,0.0,96.58886099409999
PF00173,q2,optimizedtruetree,-20763.9526,457,42441.9051,461053.9051,43890.8163,2,11.179679527600003,98.38124144709997
PF00173,q3,optimizedtruetree,-21032.4222,458,42980.8444,463424.8444,44432.9261,2,22.611272739200018,114.5196708899
PF00173,q4,optimizedtruetree,-21715.7573,439,44309.5146,430629.5146,45701.3571,0,19.521426197399997,111.10014378949994
PF00173,q5,optimizedtruetree,-23376.3054,438,47628.6108,432192.6108,49017.2828,2,65.75687447240001,159.9358264881
PF00188,poisson,inferredtree,-74615.3151,575,150380.6301,812780.6301,152476.7621,308,79.46092202870003,150.10214380220012
PF00188,q1,inferredtree,-67998.9544,576,137149.9088,801853.9088,139249.6862,0,0.0,176.7362193797002
PF00188,q2,inferredtree,-69019.0480,576,139190.0959,803894.0959,141289.8733,246,58.94624393469991,195.1321940778001
PF00188,q3,inferredtree,-70971.4768,575,143092.9535,805492.9535,145189.0855,278,68.06637108839992,185.0251172843001
PF00188,q4,inferredtree,-72203.7578,577,145561.5157,812573.5157,147664.9385,290,111.77553181329993,243.34653898240006
PF00188,q5,inferredtree,-78004.6149,576,157161.2298,821865.2298,159261.0072,296,223.5551143891002,359.68528066679966
PF00188,poisson,optimizedtruetree,-74837.3597,575,150824.7194,813224.7194,152920.8514,0,39.57970657589999,153.4195338915998
PF00188,q1,optimizedtruetree,-67998.9494,576,137149.8987,801853.8987,139249.6761,0,0.0,176.74720836109992
PF00188,q2,optimizedtruetree,-69087.3455,576,139326.6911,804030.6911,141426.4685,0,25.241020170899983,199.08934754020004
PF00188,q3,optimizedtruetree,-71099.8743,575,143349.7485,805749.7485,145445.8805,0,25.431177359399985,187.20250038910024
PF00188,q4,optimizedtruetree,-72299.9299,577,145753.8598,812765.8598,147857.2826,0,70.15552392400004,243.51112066030004
PF00188,q5,optimizedtruetree,-78389.6287,576,157931.2574,822635.2574,160031.0349,0,195.3563889928001,368.65377751549954
PF00208,poisson,inferredtree,-46530.3609,249,93558.7219,95114.9719,94504.6959,118,20.696360183299998,41.4787997711
PF00208,q1,inferredtree,-40302.6514,251,81107.3028,82729.1490,82060.8751,0,0.0,52.94310450280001
PF00208,q2,inferredtree,-41289.1665,269,83116.3330,85537.3330,84138.2890,64,7.979853781500001,51.90822282329997
PF00208,q3,inferredtree,-42465.6055,250,85431.2109,87019.8185,86380.9841,86,13.404737495199992,46.595051057199996
