name,model,optim,logl,k,AIC,AICc,BIC,rf_r1,wrf_r1,treelength
PF00106,r2,optimizedtruetree,-66567.5353,539,134213.0707,716333.0707,136037.3135,0,264.25281150639995,368.6963331743999
PF00106,r3,optimizedtruetree,-70169.1422,520,141378.2844,683218.2844,143138.2219,0,53.71679832780004,157.4039707046
PF00106,r4,optimizedtruetree,-73702.9538,519,148443.9075,688203.9075,150200.4605,0,54.489364998600045,158.85963279859985
PF00106,r5,optimizedtruetree,-76891.0627,520,154822.1255,696662.1255,156582.0629,0,120.01435749940009,224.04322137559976
PF00107,poisson,inferredtree,-36375.1178,211,73172.2357,95538.2357,73884.4194,118,32.75954400109997,75.71589394589998
PF00107,r1,inferredtree,-33293.1490,212,67010.2979,97114.2979,67725.8570,0,0.0,92.31174963460005
PF00107,r2,inferredtree,-34219.5931,231,68901.1863,176085.1863,69680.8756,122,28.213757600799998,102.11306098320004
PF00107,r3,inferredtree,-35233.8024,231,70929.6048,178113.6048,71709.2941,116,45.37919545879999,123.90245153919997
PF00107,r4,inferredtree,-36279.2258,231,73020.4516,180204.4516,73800.1409,120,52.39085924759999,129.58051769279993
PF00107,r5,inferredtree,-37362.4603,212,75148.9207,105252.9207,75864.4797,126,159.85596289980018,237.53887811440006
PF00107,poisson,optimizedtruetree,-36489.8712,211,73401.7423,95767.7423,74113.9261,0,18.0625787752,77.18965552890006
PF00107,r1,optimizedtruetree,-33293.1491,212,67010.2982,97114.2982,67725.8572,0,0.0,92.2932787525
PF00107,r2,optimizedtruetree,-34286.9862,231,69035.9725,176219.9725,69815.6618,0,15.023302856,103.52271303930004
PF00107,r3,optimizedtruetree,-35346.4731,231,71154.9463,178338.9463,71934.6356,0,37.67459006350001,127.34241087620005
PF00107,r4,optimizedtruetree,-36384.4439,231,73230.8878,180414.8878,74010.5771,0,43.546919537400015,132.41794764890008
PF00107,r5,optimizedtruetree,-37496.4573,212,75416.9145,105520.9145,76132.4735,0,153.57944392510012,243.00564674580005
PF00109,poisson,inferredtree,-68214.1791,333,137094.3583,154205.4352,138376.1834,154,44.05711372940001,64.710067138
PF00109,r1,inferredtree,-60451.9133,353,121609.8266,371533.8266,122968.6382,0,0.0,97.9704897496
PF00109,r2,inferredtree,-62771.9860,354,126251.9719,377591.9719,127614.6329,116,22.256126918999993,106.77358935460002
PF00109,r3,inferredtree,-65134.4759,334,130936.9517,149585.2850,132222.6262,142,25.40947924670001,90.25252471389997
PF00109,r4,inferredtree,-67411.2149,334,135490.4298,154138.7632,136776.1043,114,19.181127448400012,102.31275861239999
PF00109,r5,inferredtree,-69729.2971,334,140126.5942,158774.9275,141412.2687,140,63.117347043600056,147.6481591192001
PF00109,poisson,optimizedtruetree,-68386.4308,333,137438.8616,154549.9385,138720.6867,0,33.276762592800004,65.4153075277
PF00109,r1,optimizedtruetree,-60451.9134,353,121609.8269,371533.8269,122968.6385,0,0.0,97.96750445489998
PF00109,r2,optimizedtruetree,-62836.4997,354,126380.9994,377720.9994,127743.6604,0,12.190915131600013,107.87215966710006
PF00109,r3,optimizedtruetree,-65234.0568,334,131136.1136,149784.4470,132421.7881,0,12.072709789499998,90.54378764099997
PF00109,r4,optimizedtruetree,-67562.7058,334,135793.4116,154441.7449,137079.0860,0,9.927801062299991,103.06131382060005
PF00109,r5,optimizedtruetree,-69953.4118,334,140574.8235,159223.1569,141860.4980,0,53.75779279379999,150.19305646850003
PF00111,poisson,inferredtree,-26824.5084,373,54395.0168,333399.0168,55443.9616,164,37.92870038699998,90.63775188269992
PF00111,r1,inferredtree,-24315.0173,375,49380.0345,331380.0345,50434.6037,0,0.0,81.00059269290003
PF00111,r2,inferredtree,-25333.2607,394,51454.5213,362714.5213,52562.5220,172,82.84131487399989,144.6159041963
PF00111,r3,inferredtree,-26392.9449,374,53533.8899,334033.8899,54585.6468,162,57.52397232000003,121.41000009590014
PF00111,r4,inferredtree,-27441.0132,373,55628.0263,334632.0263,56676.9711,176,73.62650808700006,134.9805983405
PF00111,r5,inferredtree,-28443.4726,373,57632.9452,336636.9452,58681.8900,186,114.30195483230013,175.95012215180003
PF00111,poisson,optimizedtruetree,-26900.6325,373,54547.2650,333551.2650,55596.2097,0,19.4409977217,93.06809757210002
PF00111,r1,optimizedtruetree,-24315.0175,375,49380.0350,331380.0350,50434.6041,0,0.0,80.95616084099998
PF00111,r2,optimizedtruetree,-25398.4861,394,51584.9721,362844.9721,52692.9728,0,62.05708231289996,141.8647563153
PF00111,r3,optimizedtruetree,-26464.1126,374,53676.2251,334176.2251,54727.9821,0,47.56264784180004,127.59058015980006
PF00111,r4,optimizedtruetree,-27547.5058,373,55841.0116,334845.0116,56889.9564,0,56.184431340200014,136.61251105720007
PF00111,r5,optimizedtruetree,-28607.3732,373,57960.7464,336964.7464,59009.6912,0,98.02504900830002,177.9355908145
PF00112,poisson,inferredtree,-54566.8212,305,109743.6425,112803.6425,110934.7778,112,21.553887344900012,53.90487974020002
PF00112,r1,inferredtree,-47809.8021,306,96231.6041,99363.0041,97426.6449,0,0.0,65.07357416170002
PF00112,r2,inferredtree,-50006.2219,324,100660.4437,105674.7295,101925.7810,106,17.267634190400003,60.044227957900056
PF00112,r3,inferredtree,-52249.5800,306,105111.1600,108242.5600,106306.2007,114,21.58516053509999,72.71169187439996
PF00112,r4,inferredtree,-54391.6900,305,109393.3801,112453.3801,110584.5154,112,24.708529904700008,79.49048760600002
PF00112,r5,inferredtree,-56670.5591,305,113951.1183,117011.1183,115142.2536,128,49.00906635349999,103.71657551320011
PF00112,poisson,optimizedtruetree,-54695.6522,305,110001.3043,113061.3043,111192.4397,0,13.56571412069999,54.51242916019999
PF00112,r1,optimizedtruetree,-47809.8020,306,96231.6040,99363.0040,97426.6447,0,0.0,65.05981252569997
PF00112,r2,optimizedtruetree,-50066.7757,324,100781.5514,105795.8371,102046.8887,0,7.9459430317000015,60.339089896199965
PF00112,r3,optimizedtruetree,-52371.2642,306,105354.5285,108485.9285,106549.5692,0,11.431167202399992,73.3472364573
PF00112,r4,optimizedtruetree,-54536.2316,305,109682.4632,112742.4632,110873.5986,0,16.133304536,80.0851690591
PF00112,r5,optimizedtruetree,-56869.6436,305,114349.2873,117409.2873,115540.4226,0,40.257504151200024,104.78593807109999
PF00117,poisson,inferredtree,-47238.9367,259,94995.8734,99204.6234,95948.1527,104,32.6570883302,58.699442144100026
PF00117,r1,inferredtree,-42064.9689,261,84651.9378,89210.7378,85611.5706,0,0.0,81.55712228290002
PF00117,r2,inferredtree,-43726.9071,279,88011.8142,101031.8142,89037.6285,92,55.44741984840006,127.07826230509994
PF00117,r3,inferredtree,-45546.7735,261,91615.5471,96174.3471,92575.1798,102,27.310598156499996,94.53180101740003
PF00117,r4,inferredtree,-47273.4718,259,95064.9436,99273.6936,96017.2228,118,24.69750834850003,83.70566392919999
PF00117,r5,inferredtree,-48999.9426,259,98517.8853,102726.6353,99470.1645,128,63.39291082469999,132.13146953579997
PF00117,poisson,optimizedtruetree,-47365.4109,259,95248.8218,99457.5718,96201.1010,0,23.992486372999977,59.4128536316
PF00117,r1,optimizedtruetree,-42064.9690,261,84651.9381,89210.7381,85611.5708,0,0.0,81.56277773480005
PF00117,r2,optimizedtruetree,-43795.1657,279,88148.3315,101168.3315,89174.1458,0,47.45665604180002,128.2356240414
PF00117,r3,optimizedtruetree,-45624.6753,261,91771.3506,96330.1506,92730.9833,0,15.807674810399998,94.94878407159997
PF00117,r4,optimizedtruetree,-47391.1442,259,95300.2884,99509.0384,96252.5676,0,12.280902069700002,84.5026052679
PF00117,r5,optimizedtruetree,-49191.0143,259,98900.0285,103108.7785,99852.3078,0,51.957079953300024,133.25311503429995
PF00120,poisson,inferredtree,-43401.6312,203,87209.2623,87818.2623,87986.5383,58,23.429100278700002,37.5833928829
PF00120,r1,inferredtree,-38587.6396,205,77585.2792,78215.5777,78370.2131,0,0.0,55.78615626999998
PF00120,r2,inferredtree,-40024.1297,224,80496.2593,81372.7811,81353.9431,60,13.615593030900007,61.149511552500016
PF00120,r3,inferredtree,-41496.3987,222,83436.7974,84283.0539,84286.8234,52,13.055175985099998,50.98207677970001
PF00120,r4,inferredtree,-42859.0589,222,86162.1179,87008.3743,87012.1438,58,18.4975594599,63.12720855289999
PF00120,r5,inferredtree,-44599.2175,203,89604.4350,90213.4350,90381.7110,58,30.949044449699997,80.50589582730001
PF00120,poisson,optimizedtruetree,-43461.6885,203,87329.3769,87938.3769,88106.6529,0,18.190123020500003,37.960480953799994
PF00120,r1,optimizedtruetree,-38587.6382,205,77585.2764,78215.5749,78370.2103,0,0.0,55.61359597629999
PF00120,r2,optimizedtruetree,-40055.6037,224,80559.2074,81435.7291,81416.8912,0,6.834819111599999,61.42747997969999
PF00120,r3,optimizedtruetree,-41544.5284,222,83533.0567,84379.3131,84383.0826,0,7.446033384600001,51.23662195409998
PF00120,r4,optimizedtruetree,-42911.3327,222,86266.6654,87112.9218,87116.6913,0,9.760474260900006,63.09857069939999
PF00120,r5,optimizedtruetree,-44665.7451,203,89737.4902,90346.4902,90514.7662,0,25.7382374779,81.04761863739998
PF00122,poisson,inferredtree,-41092.0181,201,82586.0362,83187.5473,83353.8729,76,32.856332172800016,41.3435187119
PF00122,r1,inferredtree,-35354.0645,203,71114.1291,71736.8659,71889.6059,0,0.0,69.00949786730001
PF00122,r2,inferredtree,-36912.2872,222,74268.5745,75137.1008,75116.6329,62,44.38485367319999,106.8264734967
PF00122,r3,inferredtree,-38504.3384,220,77448.6767,78286.9526,78289.0950,72,16.0312372816,63.73087923770001
PF00122,r4,inferredtree,-40072.3881,220,80584.7763,81423.0521,81425.1945,72,25.524635639700005,85.8057258384
PF00122,r5,inferredtree,-41700.0724,201,83802.1447,84403.6559,84569.9814,76,17.361225063599992,73.90518671589999
PF00122,poisson,optimizedtruetree,-41184.8069,201,82771.6137,83373.1248,83539.4504,0,27.66408086740001,41.67947086910004
PF00122,r1,optimizedtruetree,-35354.0647,203,71114.1293,71736.8662,71889.6062,0,0.0,69.0271581835
PF00122,r2,optimizedtruetree,-36939.3688,222,74322.7375,75191.2638,75170.7959,0,38.09947543880001,106.81051449770005
PF00122,r3,optimizedtruetree,-38571.7401,220,77583.4802,78421.7560,78423.8984,0,8.3797142612,64.30212273969998
PF00122,r4,optimizedtruetree,-40178.1994,220,80796.3987,81634.6746,81636.8170,0,19.431415124200008,86.66668263129998
PF00122,r5,optimizedtruetree,-41830.6388,201,84063.2777,84664.7888,84831.1143,0,10.338012911400003,74.90761750230003
PF00135,poisson,inferredtree,-132200.5952,233,264867.1904,265033.6698,265983.2831,60,27.25474931620003,67.13830321680005
PF00135,r1,inferredtree,-121123.6187,235,242717.2373,242887.0995,243842.9102,0,0.0,87.423837693
PF00135,r2,inferredtree,-125230.5800,234,250929.1600,251097.3252,252050.0428,26,12.107354699499997,81.87962014209995
PF00135,r3,inferredtree,-129341.0166,253,259188.0332,259390.4332,260399.9278,34,19.358926825499996,100.9206126527
PF00135,r4,inferredtree,-133428.2009,234,267324.4017,267492.5669,268445.2845,58,56.605516612699965,137.94686364190005
PF00135,r5,inferredtree,-137615.7887,233,275697.5774,275864.0567,276813.6700,76,99.67542943339996,178.72875285239996
PF00135,poisson,optimizedtruetree,-132250.0258,233,264966.0516,265132.5310,266082.1443,0,21.6030612616,67.52573054230001
PF00135,r1,optimizedtruetree,-121123.6207,235,242717.2414,242887.1036,243842.9142,0,0.0,87.58115247789998
PF00135,r2,optimizedtruetree,-125252.9538,234,250973.9077,251142.0728,252094.7905,0,9.340051499200007,81.99088331589999
PF00135,r3,optimizedtruetree,-129384.8567,253,259275.7134,259478.1134,260487.6080,0,15.8005897644,101.44808500309988
PF00135,r4,optimizedtruetree,-133569.5140,234,267607.0281,267775.1932,268727.9108,0,52.3622871591,138.95489220019994
PF00135,r5,optimizedtruetree,-137775.0910,233,276016.1820,276182.6614,277132.2746,0,93.01327626129998,179.99194915260003
PF00141,poisson,inferredtree,-109599.1537,583,220364.3073,265760.5740,222926.7448,194,25.141833760200008,89.17424169399986
PF00141,r1,inferredtree,-96047.7093,603,193301.4186,921725.4186,195951.7614,0,0.0,94.58032011540004
PF00141,r2,inferredtree,-100571.2602,603,202348.5204,930772.5204,204998.8631,144,18.5053753879,101.2096339357
PF00141,r3,inferredtree,-104954.1602,583,211074.3205,256470.5872,213636.7580,138,27.23647195720002,112.02895560140003
PF00141,r4,inferredtree,-109112.8362,583,219391.6725,264787.9391,221954.1100,148,39.99432511959997,125.8389176974
PF00141,r5,inferredtree,-113906.7138,583,228979.4276,274375.6943,231541.8651,158,71.55347583589999,157.72701617989983
PF00141,poisson,optimizedtruetree,-109766.4376,583,220698.8752,266095.1419,223261.3127,0,13.397789893599999,89.75383682739991
PF00141,r1,optimizedtruetree,-96047.7093,603,193301.4186,921725.4186,195951.7614,0,0.0,94.5720714504
PF00141,r2,optimizedtruetree,-100629.1322,603,202464.2645,930888.2645,205114.6072,0,9.634671785599998,101.25190937799992
PF00141,r3,optimizedtruetree,-105057.5135,583,211281.0270,256677.2937,213843.4645,0,19.615788406800004,112.36212310600001
PF00141,r4,optimizedtruetree,-109263.7382,583,219693.4763,265089.7430,222255.9139,0,31.922975070300016,126.4280711950999
PF00141,r5,optimizedtruetree,-114096.2285,583,229358.4570,274754.7237,231920.8945,0,64.7012232409,159.15583090149994
PF00149,poisson,inferredtree,-146402.4816,657,294118.9632,1158730.9632,296957.7080,314,118.34350427189987,220.4041405215
PF00149,r1,inferredtree,-135743.3673,677,272840.7346,1190852.7346,275765.8947,0,0.0,258.9287142909998
PF00149,r2,inferredtree,-139821.3247,657,280956.6493,1145568.6493,283795.3941,266,112.94279847980009,291.2968634602001
PF00149,r3,inferredtree,-143516.5442,659,288351.0885,1158231.0885,291198.4748,266,197.88430776480007,401.6144404703995
PF00149,r4,inferredtree,-147515.8047,658,296347.6095,1163591.6095,299190.6750,318,255.7347768664,452.4249736131997
PF00149,r5,inferredtree,-151845.7684,658,305007.5369,1172251.5369,307850.6024,326,521.6882377288999,717.6576235095005
PF00149,poisson,optimizedtruetree,-146698.5824,657,294711.1648,1159323.1648,297549.9095,0,65.60908508250002,225.07136705400004
PF00149,r1,optimizedtruetree,-135743.3711,677,272840.7422,1190852.7422,275765.9023,0,0.0,259.32578703370024
PF00149,r2,optimizedtruetree,-139935.1181,657,281184.2362,1145796.2362,284022.9810,0,51.689060715499984,293.56984280980026
PF00149,r3,optimizedtruetree,-143781.5617,659,288881.1234,1158761.1234,291728.5097,0,160.67409706840007,405.53579007029975
PF00149,r4,optimizedtruetree,-147925.9920,658,297167.9839,1164411.9839,300011.0495,0,221.70676169470002,464.5561129242
PF00149,r5,optimizedtruetree,-152325.6113,658,305967.2226,1173211.2226,308810.2881,0,499.8658765791997,743.8307878609005
PF00152,poisson,inferredtree,-63999.4728,209,128416.9456,128628.4636,129344.4357,66,34.93912524389999,46.354301898800024
PF00152,r1,inferredtree,-55752.0768,211,111926.1536,112142.7734,112862.5192,0,0.0,77.19707157649997
PF00152,r2,inferredtree,-57875.9015,230,116211.8030,116481.4985,117232.4859,48,8.616280509,73.0386138251
PF00152,r3,inferredtree,-60038.1061,228,120532.2121,120795.9091,121544.0195,70,21.197857355700013,62.42343122979997
PF00152,r4,inferredtree,-62439.2231,229,125336.4463,125603.1298,126352.6914,64,17.861015276600007,65.97552033650001
PF00152,r5,inferredtree,-64578.9236,209,129575.8472,129787.3653,130503.3373,82,36.37493832909999,105.645556412
PF00152,poisson,optimizedtruetree,-64132.4859,209,128682.9718,128894.4899,129610.4619,0,31.039988745200002,46.70422770069997
PF00152,r1,optimizedtruetree,-55752.0804,211,111926.1607,112142.7806,112862.5263,0,0.0,77.30703880850004
PF00152,r2,optimizedtruetree,-57900.8797,230,116261.7594,116531.4548,117282.4423,0,4.454203341700001,76.79580315240003
PF00152,r3,optimizedtruetree,-60107.8943,228,120671.7887,120935.4857,121683.5961,0,14.72844788729999,63.134307656999994
PF00152,r4,optimizedtruetree,-62539.6447,229,125537.2895,125803.9730,126553.5346,0,12.195354756599993,66.63785517189999
PF00152,r5,optimizedtruetree,-64742.7396,209,129903.4793,130114.9974,130830.9694,0,29.9162836314,106.71854805589997
PF00156,poisson,inferredtree,-34318.6847,249,69135.3695,193635.3695,70003.0839,98,45.12849155020002,63.541292431699965
PF00156,r1,inferredtree,-30596.1242,250,61692.2485,187192.2485,62563.4477,0,0.0,95.11170064589999
PF00156,r2,inferredtree,-31763.0102,251,64028.0204,190532.0204,64902.7044,64,19.968648811099992,98.82025468540004
PF00156,r3,inferredtree,-32906.2686,251,66314.5372,192818.5372,67189.2213,78,35.03642801500001,107.53676355109995
PF00156,r4,inferredtree,-34029.5429,250,68559.0859,194059.0859,69430.2851,92,33.80942772989998,104.4374714464
PF00156,r5,inferredtree,-35298.2180,250,71096.4360,196596.4360,71967.6352,106,78.736722795,154.99349565989996
PF00156,poisson,optimizedtruetree,-34424.7848,249,69347.5697,193847.5697,70215.2841,0,32.77088871130001,64.8922845103
PF00156,r1,optimizedtruetree,-30596.1273,250,61692.2547,187192.2547,62563.4539,0,0.0,94.93948031919993
PF00156,r2,optimizedtruetree,-31792.0964,251,64086.1928,190590.1928,64960.8768,0,10.446183240399991,99.7392123764
PF00156,r3,optimizedtruetree,-32946.7763,251,66395.5526,192899.5526,67270.2367,0,20.118459016299997,110.90832895670005
PF00156,r4,optimizedtruetree,-34088.0509,250,68676.1017,194176.1017,69547.3010,0,17.144954020300027,106.13790449109997
PF00156,r5,optimizedtruetree,-35376.4120,250,71252.8239,196752.8239,72124.0231,0,67.73530428360002,158.98036072359994
PF00168,poisson,inferredtree,-66405.7622,779,134369.5245,1349609.5245,136890.7128,440,143.47066898420002,198.45880620740007
PF00168,r1,inferredtree,-59722.3441,799,121042.6882,1399442.6882,123628.6054,0,0.0,280.2383775423999
PF00168,r2,inferredtree,-61717.9007,799,125033.8013,1403433.8013,127619.7185,364,95.67878835269995,243.83726434369981
PF00168,r3,inferredtree,-63965.2180,780,129490.4359,1347850.4359,132014.8607,402,110.20233056959995,271.1255977956001
PF00168,r4,inferredtree,-65726.8771,780,133013.7542,1351373.7542,135538.1790,372,128.1667096809,335.94039836810015
PF00168,r5,inferredtree,-68136.8578,780,137833.7156,1356193.7156,140358.1404,432,261.0620077531,472.0095487119
PF00168,poisson,optimizedtruetree,-66927.6131,779,135413.2262,1350653.2262,137934.4145,0,87.0016057621,205.02424774860012
PF00168,r1,optimizedtruetree,-59722.3426,799,121042.6851,1399442.6851,123628.6022,0,0.0,280.28113655569996
PF00168,r2,optimizedtruetree,-61812.8109,799,125223.6217,1403623.6217,127809.5389,0,42.22037884629999,247.20967229400034
PF00168,r3,optimizedtruetree,-64209.4409,780,129978.8817,1348338.8817,132503.3065,0,54.266335602100035,303.71205971279966
PF00168,r4,optimizedtruetree,-66011.8354,780,133583.6707,1351943.6707,136108.0955,0,66.53445400400001,338.19411223349977
PF00168,r5,optimizedtruetree,-68591.4845,780,138742.9691,1357102.9691,141267.3938,0,211.5946199327001,483.4989091902003
PF00169,poisson,inferredtree,-40332.5709,285,81235.1417,84703.6523,82320.4623,192,152.44187855330003,121.41851286199993
PF00169,r1,inferredtree,-37424.0525,305,75458.1049,82371.4383,76619.5884,0,0.0,238.7996685798999
PF00169,r2,inferredtree,-38178.2147,305,76966.4295,83879.7628,78127.9130,186,108.24729116799998,260.3544863021001
PF00169,r3,inferredtree,-38930.5267,305,78471.0533,85384.3867,79632.5368,192,98.43597385870004,238.7941242605998
PF00169,r4,inferredtree,-39769.2205,287,80112.4410,83786.0410,81205.3779,182,266.3881909046002,457.52567705070004
PF00169,r5,inferredtree,-40686.0682,286,81944.1364,85512.9190,83033.2651,190,232.76681081590013,416.33799553359995
PF00169,poisson,optimizedtruetree,-40556.7304,285,81683.4608,85151.9715,82768.7814,0,116.41309478560001,128.62024591720007
PF00169,r1,optimizedtruetree,-37424.0572,305,75458.1144,82371.4477,76619.5978,0,0.0,239.3807166537998
PF00169,r2,optimizedtruetree,-38333.1750,305,77276.3500,84189.6834,78437.8335,0,49.849284099200005,274.6901270389999
PF00169,r3,optimizedtruetree,-39096.9983,305,78803.9967,85717.3300,79965.4802,0,46.17135081510001,242.4243625536999
PF00169,r4,optimizedtruetree,-39994.0296,287,80562.0592,84235.6592,81654.9961,0,211.76943144219993,440.8260849320002
PF00169,r5,optimizedtruetree,-40991.6807,286,82555.3613,86124.1439,83644.4901,0,220.05344720260007,443.4688179206001
PF00173,poisson,inferredtree,-22824.8283,437,46523.6566,429335.6566,47909.1581,180,51.75690960140002,66.4178295484
PF00173,r1,inferredtree,-20308.4589,438,41492.9177,426056.9177,42881.5897,0,0.0,96.58141605199994
PF00173,r2,inferredtree,-21056.5284,437,42987.0567,425799.0567,44372.5582,122,34.8322450593,82.8618781555
PF00173,r3,inferredtree,-21706.9846,458,44329.9692,464773.9692,45782.0508,170,47.17570035879999,110.84869508999999
PF00173,r4,inferredtree,-22507.1822,438,45890.3643,430454.3643,47279.0363,160,41.6516908179,113.15884769450003
PF00173,r5,inferredtree,-23259.2939,438,47394.5878,431958.5878,48783.2598,184,90.24500724389993,159.97120495549996
PF00173,poisson,optimizedtruetree,-22965.0008,437,46804.0016,429616.0016,48189.5031,2,32.75821307259998,68.64563969949994
PF00173,r1,optimizedtruetree,-20308.4594,438,41492.9188,426056.9188,42881.5908,0,0.0,96.58886099409999
PF00173,r2,optimizedtruetree,-21099.4104,437,43072.8209,425884.8209,44458.3224,2,16.602121544299994,83.88602685659997
PF00173,r3,optimizedtruetree,-21775.0729,458,44466.1458,464910.1458,45918.2275,2,26.43033636830003,112.11658193840002
PF00173,r4,optimizedtruetree,-22598.6117,438,46073.2233,430637.2233,47461.8953,2,21.863126838499984,114.22490802959997
PF00173,r5,optimizedtruetree,-23376.3054,438,47628.6108,432192.6108,49017.2828,2,65.75687447240001,159.9358264881
PF00188,poisson,inferredtree,-74615.3151,575,150380.6301,812780.6301,152476.7621,308,79.46092202870003,150.10214380220012
PF00188,r1,inferredtree,-67998.9544,576,137149.9088,801853.9088,139249.6862,0,0.0,176.7362193797002
PF00188,r2,inferredtree,-70776.5966,575,142703.1933,805103.1933,144799.3252,268,67.71340612469994,188.52016730600002
PF00188,r3,inferredtree,-72986.8115,595,147163.6229,856403.6229,149332.6638,278,89.11992370470004,217.41954509420003
PF00188,r4,inferredtree,-75518.5088,576,152189.0177,816893.0177,154288.7951,304,103.8975487053,234.4802901772001
PF00188,r5,inferredtree,-78004.6149,576,157161.2298,821865.2298,159261.0072,296,223.5551143891002,359.68528066679966
PF00188,poisson,optimizedtruetree,-74837.3597,575,150824.7194,813224.7194,152920.8514,0,39.57970657589999,153.4195338915998
PF00188,r1,optimizedtruetree,-67998.9494,576,137149.8987,801853.8987,139249.6761,0,0.0,176.74720836109992
PF00188,r2,optimizedtruetree,-70937.1710,575,143024.3419,805424.3419,145120.4739,0,28.23545489620001,191.18059285989992
PF00188,r3,optimizedtruetree,-73184.6865,595,147559.3730,856799.3730,149728.4139,0,49.070072517700034,220.57373329819993
PF00188,r4,optimizedtruetree,-75839.3688,576,152830.7376,817534.7376,154930.5150,0,67.70751006760001,238.92255807270027
PF00188,r5,optimizedtruetree,-78389.6287,576,157931.2574,822635.2574,160031.0349,0,195.3563889928001,368.65377751549954
PF00208,poisson,inferredtree,-46530.3609,249,93558.7219,95114.9719,94504.6959,118,20.696360183299998,41.4787997711
PF00208,r1,inferredtree,-40302.6514,251,81107.3028,82729.1490,82060.8751,0,0.0,52.94310450280001
PF00208,r2,inferredtree,-42509.2761,268,85554.5522,87918.2244,86572.7091,92,13.113854069999995,47.674535672800005
PF00208,r3,inferredtree,-44584.2899,268,89704.5799,92068.2520,90722.7367,96,13.164133787799996,56.1579699146
