name,tree,repl,bic,model_name,modelm
LAC,opisthokonta,20,36656.256,WAG+I+G4,1
LAC,opisthokonta,20,37390.855,DCMut+F+G4,2
LAC,opisthokonta,20,39483.364,mtInv+G4,3
LAC,opisthokonta,20,40748.586,rtREV,4
LAC,opisthokonta,20,46469.825,mtMAM,5
LAC,prum,1,19985.004,WAG+I+G4,1
LAC,prum,1,20511.592,LG+I,2
LAC,prum,1,20997.05,Blosum62,3
LAC,prum,1,21581.281,mtVer+F+I,4
LAC,prum,1,23729.945,mtMAM,5
LAC,prum,2,20255.605,WAG+I+G4,1
LAC,prum,2,20744.724,Dayhoff+F+I+G4,2
LAC,prum,2,21262.311,PMB,3
LAC,prum,2,21817.807,mtInv+F,4
LAC,prum,2,24164.693,mtMAM,5
LAC,prum,3,20988.931,WAG+I+G4,1
LAC,prum,3,21405.155,Dayhoff+F+I+G4,2
LAC,prum,3,22025.207,VT+F,3
LAC,prum,3,22637.862,FLU,4
LAC,prum,3,24692.437,mtMAM,5
LAC,prum,4,21267.86,WAG+I+G4,1
LAC,prum,4,21723.744,Dayhoff+F+G4,2
LAC,prum,4,22350.159,WAG+F,3
LAC,prum,4,22909.182,mtVer+F+I,4
LAC,prum,4,25082.795,mtMAM,5
LAC,prum,5,20421.168,WAG+I+G4,1
LAC,prum,5,20838.732,DCMut+F+I+G4,2
LAC,prum,5,21465.231,WAG+F,3
LAC,prum,5,21948.246,mtInv+F,4
LAC,prum,5,24028.626,mtMAM,5
LAC,prum,6,19860.146,WAG+I+G4,1
LAC,prum,6,20292.647,DCMut+F+I+G4,2
LAC,prum,6,20831.341,Dayhoff+F+I,3
LAC,prum,6,21307.968,mtMAM+F+I+G4,4
LAC,prum,6,23421.902,mtMAM,5
LAC,prum,7,20049.614,WAG+I+G4,1
LAC,prum,7,20615.059,Blosum62+I,2
LAC,prum,7,21125.001,WAG+F,3
LAC,prum,7,21755.332,FLU,4
LAC,prum,7,23951.184,mtMAM,5
LAC,prum,8,20791.004,WAG+I+G4,1
LAC,prum,8,21298.327,DCMut+F+I+G4,2
LAC,prum,8,21806.886,HIVb+G4,3
LAC,prum,8,22297.31,mtMAM+F+G4,4
LAC,prum,8,24382.112,mtMAM,5
LAC,prum,9,19481.515,WAG+I+G4,1
LAC,prum,9,20014.504,PMB+I,2
LAC,prum,9,20465.626,Blosum62,3
LAC,prum,9,20965.458,mtVer+F+I,4
LAC,prum,9,22945.148,mtMAM,5
LAC,prum,10,20142.197,WAG+I+G4,1
LAC,prum,10,20626.833,DCMut+F+I+G4,2
LAC,prum,10,21191.995,mtZOA+G4,3
LAC,prum,10,21729.55,mtVer+F+I,4
LAC,prum,10,23667.951,mtMAM,5
LAC,prum,11,20872.388,WAG+I+G4,1
LAC,prum,11,21354.229,Dayhoff+F+I+G4,2
LAC,prum,11,21924.2,VT+F,3
LAC,prum,11,22646.733,mtART+G4,4
LAC,prum,11,24955.165,mtMAM,5
LAC,prum,12,20077.865,WAG+I+G4,1
LAC,prum,12,20559.829,rtREV+F+I+G4,2
LAC,prum,12,21018.764,HIVb+I+G4,3
LAC,prum,12,21472.624,mtInv+F,4
LAC,prum,12,23476.596,mtMAM,5
LAC,prum,13,19524.684,WAG+I+G4,1
LAC,prum,13,19995.384,mtInv+F+I+G4,2
LAC,prum,13,20460.033,Dayhoff+F+I,3
LAC,prum,13,20959.176,Dayhoff+F,4
LAC,prum,13,22951.008,mtMAM,5
LAC,prum,14,20467.579,WAG+I+G4,1
LAC,prum,14,20872.333,DCMut+F+I+G4,2
LAC,prum,14,21458.975,WAG+F,3
LAC,prum,14,21856.071,mtZOA+F+I,4
LAC,prum,14,23756.543,mtMAM,5
LAC,prum,15,19523.879,WAG+I+G4,1
LAC,prum,15,19926.921,rtREV+F+I+G4,2
LAC,prum,15,20603.449,mtZOA+G4,3
LAC,prum,15,21183.026,mtVer+F+I,4
LAC,prum,15,23509.632,mtMAM,5
LAC,prum,16,20231.509,WAG+I+G4,1
LAC,prum,16,20664.723,rtREV+F+I+G4,2
LAC,prum,16,21185.639,WAG+F,3
LAC,prum,16,21636.27,mtInv+F,4
LAC,prum,16,23823.069,mtMAM,5
LAC,prum,17,19962.195,WAG+I+G4,1
LAC,prum,17,20387.939,Dayhoff+F+G4,2
LAC,prum,17,20978.118,JTTDCMut,3
LAC,prum,17,21551.695,mtMAM+F+I+G4,4
LAC,prum,17,23483.256,mtMAM,5
LAC,prum,18,21560.827,WAG+G4,1
LAC,prum,18,22069.907,Dayhoff+F+G4,2
LAC,prum,18,22708.106,LG,3
LAC,prum,18,23418.944,mtInv+I,4
LAC,prum,18,25692.907,mtMAM,5
LAC,prum,19,20549.587,WAG+I+G4,1
LAC,prum,19,21006.142,DCMut+F+I+G4,2
LAC,prum,19,21657.442,WAG+F,3
LAC,prum,19,22214.226,mtInv+F,4
LAC,prum,19,24447.221,mtMAM,5
LAC,prum,20,20364.832,WAG+I+G4,1
LAC,prum,20,20801.847,DCMut+F+I+G4,2
LAC,prum,20,21392.149,mtInv+G4,3
LAC,prum,20,21990.811,mtART+I+G4,4
LAC,prum,20,24218.277,mtMAM,5
LAC,ruhfel,1,57644.387,WAG+I+G4,1
LAC,ruhfel,1,58827.485,cpREV+F+I+G4,2
LAC,ruhfel,1,61882.9,cpREV+I,3
LAC,ruhfel,1,63596.963,DCMut+F,4
LAC,ruhfel,1,71260.307,mtMAM,5
LAC,ruhfel,2,56360.399,WAG+I+G4,1
LAC,ruhfel,2,57610.016,DCMut+F+G4,2
LAC,ruhfel,2,60479.943,Blosum62+F+I,3
LAC,ruhfel,2,62043.814,mtREV+F+I,4
LAC,ruhfel,2,69063.159,mtMAM,5
LAC,ruhfel,3,56768.038,WAG+I+G4,1
LAC,ruhfel,3,58179.595,DCMut+F+G4,2
LAC,ruhfel,3,60701.722,JTT+F+I,3
LAC,ruhfel,3,62418.803,mtART+I+G4,4
LAC,ruhfel,3,69935.266,mtMAM,5
LAC,ruhfel,4,57570.076,WAG+I+G4,1
LAC,ruhfel,4,58818.701,DCMut+F+G4,2
LAC,ruhfel,4,61474.459,cpREV+F+I,3
LAC,ruhfel,4,63207.606,FLU+F+I,4
LAC,ruhfel,4,71159.108,mtMAM,5
LAC,ruhfel,5,57367.15,WAG+I+G4,1
LAC,ruhfel,5,58849.188,DCMut+F+G4,2
LAC,ruhfel,5,61399.957,LG+F+I,3
LAC,ruhfel,5,63086.797,mtMet+F+I,4
LAC,ruhfel,5,70392.028,mtMAM,5
LAC,ruhfel,6,57542.129,WAG+I+G4,1
LAC,ruhfel,6,58723.283,DCMut+F+G4,2
LAC,ruhfel,6,61704.78,mtART+F+G4,3
LAC,ruhfel,6,63018.258,rtREV+F,4
LAC,ruhfel,6,70268.309,mtMAM,5
LAC,ruhfel,7,56902.118,WAG+I+G4,1
LAC,ruhfel,7,58411.246,cpREV+F+G4,2
LAC,ruhfel,7,61157.563,mtART+F+G4,3
LAC,ruhfel,7,62918.334,FLU+I,4
LAC,ruhfel,7,70303.297,mtMAM,5
LAC,ruhfel,8,57601.212,WAG+I+G4,1
LAC,ruhfel,8,58877.085,DCMut+F+G4,2
LAC,ruhfel,8,61754.493,JTT+I,3
LAC,ruhfel,8,63443.985,FLU+I,4
LAC,ruhfel,8,70946.223,mtMAM,5
LAC,ruhfel,9,57247.135,WAG+I+G4,1
LAC,ruhfel,9,58591.641,Dayhoff+F+G4,2
LAC,ruhfel,9,61501.775,JTTDCMut+F+I,3
LAC,ruhfel,9,63344.995,mtART+I+G4,4
LAC,ruhfel,9,70846.398,mtMAM,5
LAC,ruhfel,10,56367.616,WAG+I+G4,1
LAC,ruhfel,10,57542.072,Dayhoff+F+G4,2
LAC,ruhfel,10,60451.433,Blosum62+F+I,3
LAC,ruhfel,10,61986.807,mtMet+F+I,4
LAC,ruhfel,10,69690.696,mtMAM,5
LAC,ruhfel,11,58548.455,WAG+I+G4,1
LAC,ruhfel,11,59701.007,Dayhoff+F+G4,2
LAC,ruhfel,11,62669.703,Blosum62+F+I,3
LAC,ruhfel,11,64098.549,Dayhoff+F,4
LAC,ruhfel,11,71866.81,mtMAM,5
LAC,ruhfel,12,55939.339,WAG+I+G4,1
LAC,ruhfel,12,57354.947,DCMut+F+G4,2
LAC,ruhfel,12,59866.636,LG+F+I,3
LAC,ruhfel,12,61469.213,Dayhoff,4
LAC,ruhfel,12,68541.676,mtMAM,5
LAC,ruhfel,13,56950.383,WAG+I+G4,1
LAC,ruhfel,13,58310.548,rtREV+F+I+G4,2
LAC,ruhfel,13,61178.06,LG+F+I,3
LAC,ruhfel,13,62828.595,DCMut+F,4
LAC,ruhfel,13,71023.997,mtMAM,5
LAC,ruhfel,14,55935.79,WAG+I+G4,1
LAC,ruhfel,14,57021.514,Dayhoff+F+G4,2
LAC,ruhfel,14,59799.405,JTTDCMut+F+I,3
LAC,ruhfel,14,61228.468,Dayhoff+F,4
LAC,ruhfel,14,68173.231,mtMAM,5
LAC,ruhfel,15,56037.205,WAG+I+G4,1
LAC,ruhfel,15,57084.546,DCMut+F+G4,2
LAC,ruhfel,15,60012.461,JTT+F+I,3
LAC,ruhfel,15,61683.89,mtREV+F+I,4
LAC,ruhfel,15,69062.172,mtMAM,5
LAC,ruhfel,16,59213.518,WAG+I+G4,1
LAC,ruhfel,16,60756.504,DCMut+F+G4,2
LAC,ruhfel,16,63731.231,WAG,3
LAC,ruhfel,16,65600.563,FLU+I,4
LAC,ruhfel,16,73559.059,mtMAM,5
LAC,ruhfel,17,56228.408,WAG+I+G4,1
LAC,ruhfel,17,57485.878,DCMut+F+G4,2
LAC,ruhfel,17,60041.211,cpREV+F+I,3
LAC,ruhfel,17,61653.998,mtMet+F+I,4
LAC,ruhfel,17,69192.891,mtMAM,5
LAC,ruhfel,18,57957.76,WAG+I+G4,1
LAC,ruhfel,18,59514.386,DCMut+F+G4,2
LAC,ruhfel,18,62466.939,WAG,3
LAC,ruhfel,18,64076.241,FLU+F+I,4
LAC,ruhfel,18,71762.414,mtMAM,5
LAC,ruhfel,19,56788.727,WAG+I+G4,1
LAC,ruhfel,19,57985.966,Dayhoff+F+G4,2
LAC,ruhfel,19,61016.7,cpREV+I,3
LAC,ruhfel,19,62470.55,cpREV+F,4
LAC,ruhfel,19,69955.224,mtMAM,5
LAC,ruhfel,20,55773.76,WAG+I+G4,1
LAC,ruhfel,20,57124.817,Dayhoff+F+G4,2
LAC,ruhfel,20,60056.314,cpREV+I,3
LAC,ruhfel,20,61570.892,FLU+I,4
LAC,ruhfel,20,68566.152,mtMAM,5
LAC,salichos,1,14643.492,WAG+I+G4,1
LAC,salichos,1,14976.683,DCMut+F+G4,2
LAC,salichos,1,15487.805,mtMAM+F+I+G4,3
LAC,salichos,1,15930.698,cpREV,4
LAC,salichos,1,17776.503,mtMAM,5
LAC,salichos,2,14198.646,WAG+I+G4,1
LAC,salichos,2,14497.305,DCMut+F+G4,2
LAC,salichos,2,14912.222,Dayhoff+I,3
LAC,salichos,2,15378.227,mtVer+F+I,4
LAC,salichos,2,17251.135,mtMAM,5
LAC,salichos,3,14510.242,WAG+I+G4,1
LAC,salichos,3,14803.537,DCMut+F+G4,2
LAC,salichos,3,15333.573,cpREV+F+I,3
LAC,salichos,3,15748.059,DCMut,4
LAC,salichos,3,17636.626,mtMAM,5
LAC,salichos,4,14440.758,WAG+I+G4,1
LAC,salichos,4,14706.747,rtREV+F+G4,2
LAC,salichos,4,15187.668,rtREV+I,3
LAC,salichos,4,15591.602,DCMut,4
LAC,salichos,4,17233.859,mtMAM,5
LAC,salichos,5,14554.781,WAG+I+G4,1
LAC,salichos,5,14872.679,DCMut+F+G4,2
LAC,salichos,5,15341.288,Dayhoff+I,3
LAC,salichos,5,15794.703,cpREV+F,4
LAC,salichos,5,17582.562,mtMAM,5
LAC,salichos,6,14871.396,WAG+G4,1
LAC,salichos,6,15159.649,DCMut+F+I+G4,2
LAC,salichos,6,15763.231,Dayhoff+I,3
LAC,salichos,6,16220.227,JTT+F,4
LAC,salichos,6,17993.774,mtMAM,5
LAC,salichos,7,14799.385,WAG+I+G4,1
LAC,salichos,7,15088.928,DCMut+F+G4,2
LAC,salichos,7,15627.003,JTT+F+I,3
LAC,salichos,7,16143.866,HIVb+F+I,4
LAC,salichos,7,18092.323,mtMAM,5
LAC,salichos,8,14623.594,WAG+I+G4,1
LAC,salichos,8,14971.195,DCMut+F+G4,2
LAC,salichos,8,15446.907,mtMAM+F+I+G4,3
LAC,salichos,8,15974.375,DCMut,4
LAC,salichos,8,17958.104,mtMAM,5
LAC,salichos,9,14364.88,WAG+I+G4,1
LAC,salichos,9,14728.951,DCMut+F+G4,2
LAC,salichos,9,15226.08,mtART+F+I+G4,3
LAC,salichos,9,15698.5,mtMAM+I+G4,4
LAC,salichos,9,17571.458,mtMAM,5
LAC,salichos,10,14688.687,WAG+G4,1
LAC,salichos,10,14954.954,Dayhoff+F+G4,2
LAC,salichos,10,15532.829,mtMAM+F+G4,3
LAC,salichos,10,15994.131,LG+F,4
LAC,salichos,10,18043.306,mtMAM,5
LAC,salichos,11,14535.584,WAG+I+G4,1
LAC,salichos,11,14830.134,DCMut+F+G4,2
LAC,salichos,11,15403.546,JTT+F+I,3
LAC,salichos,11,15813,mtMet+F+I,4
LAC,salichos,11,17922.201,mtMAM,5
LAC,salichos,12,14758.915,WAG+I+G4,1
LAC,salichos,12,15019.471,Dayhoff+F+G4,2
LAC,salichos,12,15505.492,rtREV+F+I,3
LAC,salichos,12,15932.716,mtVer+G4,4
LAC,salichos,12,17886.37,mtMAM,5
LAC,salichos,13,14570.079,WAG+I+G4,1
LAC,salichos,13,14887.646,DCMut+F+G4,2
LAC,salichos,13,15447.849,mtART+F+G4,3
LAC,salichos,13,15812.971,HIVb+F+I,4
LAC,salichos,13,17839.843,mtMAM,5
LAC,salichos,14,14671.436,WAG+I+G4,1
LAC,salichos,14,14957.063,cpREV+F+G4,2
LAC,salichos,14,15548.936,mtZOA+G4,3
LAC,salichos,14,15931.538,HIVb+I,4
LAC,salichos,14,17868.472,mtMAM,5
LAC,salichos,15,14756.994,WAG+I+G4,1
LAC,salichos,15,15053.601,rtREV+F+I+G4,2
LAC,salichos,15,15605.674,HIVw+F+I+G4,3
LAC,salichos,15,16016.449,HIVb+F+I,4
LAC,salichos,15,17935.985,mtMAM,5
LAC,salichos,16,14977.051,WAG+I+G4,1
LAC,salichos,16,15237.798,DCMut+F+G4,2
LAC,salichos,16,15737.48,cpREV+F+I,3
LAC,salichos,16,16244.624,LG+F,4
LAC,salichos,16,18227.337,mtMAM,5
LAC,salichos,17,14629.684,WAG+I+G4,1
LAC,salichos,17,14948.9,rtREV+F+I+G4,2
LAC,salichos,17,15483.859,LG+F+I,3
LAC,salichos,17,15907.614,mtREV+F+I,4
LAC,salichos,17,17730.242,mtMAM,5
LAC,salichos,18,14842.335,WAG+I+G4,1
LAC,salichos,18,15098.522,Dayhoff+F+I+G4,2
LAC,salichos,18,15722.98,mtZOA+G4,3
LAC,salichos,18,16128.526,DCMut,4
LAC,salichos,18,18048.089,mtMAM,5
LAC,salichos,19,14990.776,WAG+I+G4,1
LAC,salichos,19,15255.728,DCMut+F+G4,2
LAC,salichos,19,15806.181,mtZOA+G4,3
LAC,salichos,19,16296.618,JTTDCMut+F,4
LAC,salichos,19,18352.053,mtMAM,5
LAC,salichos,20,15005.539,WAG+I+G4,1
LAC,salichos,20,15314.28,mtInv+F+I+G4,2
LAC,salichos,20,15717.618,Dayhoff+I,3
LAC,salichos,20,16247.452,JTT+F,4
LAC,salichos,20,18080.141,mtMAM,5
LAC,dosreis,1,42139.046,WAG+I+G4,1
LAC,dosreis,1,43132.819,DCMut+F+G4,2
LAC,dosreis,1,44966.441,mtREV+G4,3
LAC,dosreis,1,46259.529,FLU+F+I,4
LAC,dosreis,1,51688.204,mtMAM,5
LAC,dosreis,2,43062.807,WAG+I+G4,1
LAC,dosreis,2,43969.972,Dayhoff+F+G4,2
LAC,dosreis,2,45825.365,Dayhoff+I,3
LAC,dosreis,2,47019.532,Dayhoff+F,4
LAC,dosreis,2,52837.894,mtMAM,5
LAC,dosreis,3,42483.988,WAG+I+G4,1
LAC,dosreis,3,43486.734,Dayhoff+F+G4,2
LAC,dosreis,3,45232.299,cpREV+F+I,3
LAC,dosreis,3,46503.89,mtREV+F+I,4
LAC,dosreis,3,51759.31,mtMAM,5
LAC,dosreis,4,43504.902,WAG+I+G4,1
LAC,dosreis,4,44426.321,cpREV+F+I+G4,2
LAC,dosreis,4,46277.184,mtInv+G4,3
LAC,dosreis,4,47311.734,HIVw+G4,4
LAC,dosreis,4,52194.303,mtMAM,5
LAC,dosreis,5,42384.426,WAG+I+G4,1
LAC,dosreis,5,43368.282,Dayhoff+F+G4,2
LAC,dosreis,5,45014.266,JTT+F+I,3
LAC,dosreis,5,46306.161,mtMet+F+I,4
LAC,dosreis,5,51474.271,mtMAM,5
LAC,dosreis,6,42726.914,WAG+I+G4,1
LAC,dosreis,6,43777.38,DCMut+F+G4,2
LAC,dosreis,6,45487.005,JTTDCMut+F+I,3
LAC,dosreis,6,46738.554,mtREV+F+I,4
LAC,dosreis,6,52383.548,mtMAM,5
LAC,dosreis,7,42238.671,WAG+I+G4,1
LAC,dosreis,7,43272.518,Dayhoff+F+G4,2
LAC,dosreis,7,44888.858,WAG,3
LAC,dosreis,7,46195.109,DCMut+F,4
LAC,dosreis,7,51807.021,mtMAM,5
LAC,dosreis,8,42011.696,WAG+I+G4,1
LAC,dosreis,8,43039.862,Dayhoff+F+G4,2
LAC,dosreis,8,44762.278,mtMet+I+G4,3
LAC,dosreis,8,45980.415,mtMet+F+I,4
LAC,dosreis,8,51007.727,mtMAM,5
LAC,dosreis,9,43309.956,WAG+I+G4,1
LAC,dosreis,9,44318.021,Dayhoff+F+G4,2
LAC,dosreis,9,45989.019,Blosum62+F+I,3
LAC,dosreis,9,47191.756,mtREV+F+I,4
LAC,dosreis,9,52812.473,mtMAM,5
LAC,dosreis,10,43348.058,WAG+I+G4,1
LAC,dosreis,10,44204.076,Dayhoff+F+G4,2
LAC,dosreis,10,46100.403,Blosum62+F+I,3
LAC,dosreis,10,47172.18,HIVw+I+G4,4
LAC,dosreis,10,52249.654,mtMAM,5
LAC,dosreis,11,42375.295,WAG+I+G4,1
LAC,dosreis,11,43384.114,DCMut+F+G4,2
LAC,dosreis,11,45135.345,Dayhoff+I,3
LAC,dosreis,11,46449.411,HIVw+F+G4,4
LAC,dosreis,11,51795.05,mtMAM,5
LAC,dosreis,12,41277.941,WAG+I+G4,1
LAC,dosreis,12,42205.259,DCMut+F+G4,2
LAC,dosreis,12,43877.014,HIVb+G4,3
LAC,dosreis,12,44978.664,HIVw+F+I+G4,4
LAC,dosreis,12,49191.066,mtMAM,5
LAC,dosreis,13,43121.661,WAG+I+G4,1
LAC,dosreis,13,44163.618,Dayhoff+F+G4,2
LAC,dosreis,13,45944.212,Dayhoff+I,3
LAC,dosreis,13,47221.745,HIVw+I+G4,4
LAC,dosreis,13,52961.012,mtMAM,5
LAC,dosreis,14,42920.484,WAG+I+G4,1
LAC,dosreis,14,43820.127,Dayhoff+F+G4,2
LAC,dosreis,14,45765.456,WAG,3
LAC,dosreis,14,47044.845,FLU+I,4
LAC,dosreis,14,52890.953,mtMAM,5
LAC,dosreis,15,42597.597,WAG+I+G4,1
LAC,dosreis,15,43695.679,DCMut+F+G4,2
LAC,dosreis,15,45173.201,PMB+F+I,3
LAC,dosreis,15,46525.762,mtART+I+G4,4
LAC,dosreis,15,51798.842,mtMAM,5
LAC,dosreis,16,41745.28,WAG+I+G4,1
LAC,dosreis,16,42666.574,DCMut+F+G4,2
LAC,dosreis,16,44135.299,mtREV+I+G4,3
LAC,dosreis,16,45323.212,mtZOA+F+I,4
LAC,dosreis,16,50581.615,mtMAM,5
LAC,dosreis,17,43027.733,WAG+I+G4,1
LAC,dosreis,17,44089.295,Dayhoff+F+G4,2
LAC,dosreis,17,45852.413,mtInv+I+G4,3
LAC,dosreis,17,47127.732,HIVw+F+I+G4,4
LAC,dosreis,17,52577.676,mtMAM,5
LAC,dosreis,18,41925.254,WAG+I+G4,1
LAC,dosreis,18,42780.064,DCMut+F+G4,2
LAC,dosreis,18,44369.464,JTT+F+I,3
LAC,dosreis,18,45609.741,Dayhoff+F,4
LAC,dosreis,18,50677.349,mtMAM,5
LAC,dosreis,19,43423.745,WAG+I+G4,1
LAC,dosreis,19,44316.283,Dayhoff+F+G4,2
LAC,dosreis,19,46171.895,Dayhoff+F+I,3
LAC,dosreis,19,47325.793,FLU+I,4
LAC,dosreis,19,52462.936,mtMAM,5
LAC,dosreis,20,42431.05,WAG+I+G4,1
LAC,dosreis,20,43393.788,DCMut+F+G4,2
LAC,dosreis,20,45189.864,mtMet+I+G4,3
LAC,dosreis,20,46461.79,Dayhoff+F,4
LAC,dosreis,20,52582.131,mtMAM,5
LAC,andersen,1,19666.143,WAG+I+G4,1
LAC,andersen,1,20084.179,DCMut+F+G4,2
LAC,andersen,1,20704.078,mtZOA+I+G4,3
LAC,andersen,1,21176.559,rtREV+F,4
LAC,andersen,1,23496.49,mtMAM,5
LAC,andersen,2,19116.07,WAG+G4,1
LAC,andersen,2,19519.106,Dayhoff+F+I+G4,2
LAC,andersen,2,20060.392,HIVb+I+G4,3
LAC,andersen,2,20557.628,mtVer+I+G4,4
LAC,andersen,2,22508.321,mtMAM,5
LAC,andersen,3,20190.818,WAG+I+G4,1
LAC,andersen,3,20660.808,Dayhoff+F+G4,2
LAC,andersen,3,21232.873,HIVb+F+I+G4,3
LAC,andersen,3,21717.396,DCMut+F,4
LAC,andersen,3,23781.019,mtMAM,5
LAC,andersen,4,19877.505,WAG+I+G4,1
LAC,andersen,4,20269.93,rtREV+F+I+G4,2
LAC,andersen,4,20922.18,HIVb+F+G4,3
LAC,andersen,4,21366.722,HIVw+F+G4,4
LAC,andersen,4,23646.037,mtMAM,5
LAC,andersen,5,19316.544,WAG+G4,1
LAC,andersen,5,19832.753,DCMut+F+I+G4,2
LAC,andersen,5,20375.685,PMB,3
LAC,andersen,5,20887.222,mtMAM+F+G4,4
LAC,andersen,5,23115.917,mtMAM,5
LAC,andersen,6,19088.986,WAG+I+G4,1
LAC,andersen,6,19572.43,Dayhoff+F+I+G4,2
LAC,andersen,6,20141.353,WAG+F,3
LAC,andersen,6,20654.929,mtMAM+F+G4,4
